"Site","Building","Floor","Area","Description","Room Number","Room Barcode","Room Type","Cost Centre","Department"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Side Ward 1","RWB10053","RWB10053","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Patients WC Female","RWB10056","RWB10056","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan Patients WC","RWB10012","RWB10012","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan Paediatric Resource Room","RWB10019","RWB10019","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan 6 Bedded Ward","RWB10021","RWB10021","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Physio Clinic Store","RWB10014","RWB10014","Not Defined",,"RUG - PAEDS WITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Office","RWB10038","RWB10038","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Kitchen (Cedar & Rowan)","RWB10036","RWB10036","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan Office","RWB10035","RWB10035","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar 6 Bedded Ward - Bay 2","RWB10052","RWB10052","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar 6 Bedded Ward - Bay 3","RWB10051","RWB10051","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan Bathroom","RWB10034","RWB10034","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Store","RWB10039","RWB10039","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan Treatment / Clean Utility","RWB10033","RWB10033","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Treatment / Clean Utility","RWB10040","RWB10040","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Dirty Utility","RWB10041","RWB10041","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan Dirty Utility","RWB10032","RWB10032","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan Linen Room","RWB10031","RWB10031","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan 6 Bedded Ward","RWB10022","RWB10022","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan WC","RWB10023","RWB10023","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Side Ward 2","RWB10049","RWB10049","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Shower","RWB10044","RWB10044","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Shower Room","RWB10042","RWB10042","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Side Room","RWB10048","RWB10048","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Rowan Bathroom","RWB10030","RWB10030","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01",,"RWB10108 - CPU Lounge","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Side Room 4","RWB10047","RWB10047","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar 6 Bedded Ward - Bay 4","RWB10043","RWB10043","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Physio Equipment Room","RWB10025","RWB10025","Not Defined",,
"St. Cross","RUG-WITHYBROOK","01","RWB","Cedar Female WC","RWB10050","RWB10050","Not Defined",,"RUG - CEDAR UNIT"
"St. Cross","RUG-WITHYBROOK","01","RWB","Female WC","RWB10064","RWB10064","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01",,"RWB10110 - CPU Lounge","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01","RWB","Female WC Cubicle","RWB10069","RWB10069","Not Defined",,
"St. Cross","RUG-WITHYBROOK","01","RWB","Female WC Cubicle","RWB10070","RWB10070","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01","RWB","Male WC Cubicle","RWB10072","RWB10072","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-Catering","01","RWB","CPU General Catering Office","RWB10113","RWB10113","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-Catering","01","RWB","CPU Catering Manager","RWB10115","RWB10115","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-Catering","01","RWB","CPU Catering Supervisors Office","RWB10107","RWB10107","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01","RWB","CPU Electrical Switch Room","RWB10105","RWB10105","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-Catering","01","RWB","CPU Lounge","RWB10109","RWB10109","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01","RWB","Comms Room","RWB10074","RWB10074","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-Catering","01","RWB","CPU Restaurant","RWB10111","RWB10111","Meeting",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01",,"RWB10109","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-Catering","01","RWB","Satellite Wash","RWB10102","RWB10102","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-Catering","01","RWB","Catering Store","RWB10099","RWB10099","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01","RWB","Withybrook Entrance Lobby","RWB00001","RWB00001","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01",,"RWB00003 - Corridor","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01","RWB","Electrical Cupboard","RWB00004","RWB00004","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01","RWB","Electrical Cupboard","RWB00005","RWB00005","Delivery Point",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-X-RAY","01","RWB","Electrical Cupboard","RWB00054","RWB00054","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","01",,"RWB10095","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G","RWB","Undercroft","RWB00113","RWB00113","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G","RPR","Plant Room 8","RPR08001","RPR08001","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"NotinUse2","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"RUG - PHARMACY WITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"RWB00068","NOTinUSE","NO BARCODE","Not Defined",,"RUG - PHARMACY WITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"RWB00069","NOTinUSE","NO BARCODE","Not Defined",,"RUG - PHARMACY WITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Delivery Point",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-X-RAY","G","RWB","Breast Screening Mammography Room","RWB00053","RWB00053","Not Defined",,"RUG - BREAST SCREEN W BROOK"
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"RWB00077","NOTinUSE","NO BARCODE","Not Defined",,"RUG - PHARMACY WITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"RWB00076","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"RWB00073","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"RWB00081","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-WITHYBROOK","G",,"RWB00079","NOTinUSE","NO BARCODE","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"RWB00080","NOTinUSE","NO BARCODE","Not Defined",,"RUG - PHARMACY WITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G","RWB","Cat.Male chge +shower","RWB00089","RWB00089","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G","RWB","Cat.Female Chge + Shower","RWB00092","RWB00092","Not Defined",,"RUG - CATERING  W ITHYBROOK"
"St. Cross","RUG-WITHYBROOK","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,
"St. Cross","RUG-PATHOLOGY","01","RWB","Pathology Specimen reception","RWB10119","RWB10119","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","MEBS Workshop Store","RWB10123","RWB10123","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","MEBS Workshop","RWB10122","RWB10122","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","MEBS Office","RWB10124","RWB10124","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Haematology Consultants Office","RWB10125","RWB10125","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Molecular Biology 1","RWB10126","RWB10126","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Molecular Biology 2","RWB10127","RWB10127","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Pathology Store Room","RWB10129","RWB10129","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Pathology Waste Disposal","RWB10130","RWB10130","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01",,"RWB10123 - Pathology Printer Room","NOTinUSE","NO BARCODE","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Store","RWB10131","RWB10131","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Store","RWB10132","RWB10132","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Chemical Store / Balance Room","RWB10133","RWB10133","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Staff WC Male","RWB10134","RWB10134","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Female Staff Shower","RWB10136","RWB10136","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Locker Room","RWB10135","RWB10135","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Office","RWB10137","RWB10137","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Pathology Disabled WC Female","RWB10138","RWB10138","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Pathology Staff Room","RWB10139","RWB10139","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Pathology Cleaner","RWB10143","RWB10143","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Colorectal Screening","RWB10144","RWB10144","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Dark Room","RWB10145","RWB10145","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Colorectal Screening","RWB10146","RWB10146","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Office","RWB10147","RWB10147","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Pathology Managers Office","RWB10150","RWB10150","Delivery Point",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Office","RWB10149","RWB10149","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Colorectal Packing","RWB10151","RWB10151","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Blood Transfusion","RWB10152","RWB10152","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-PATHOLOGY","01","RWB","Haematology Office","RWB10153","RWB10153","Not Defined",,"PATHOLOGY"
"St. Cross","RUG-OWEN","G","RVB","Comm. Midwifes Admin Office","RVB00002","RVB00002","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Waiting area","RVB00001","RVB00001","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Disabled WC","RVB00004","RVB00004","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Clinette","RVB00005","RVB00005","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Patients WC","RVB00012","RVB00012","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Staff WC","RVB00013","RVB00013","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Staff Kitchen","RVB00014","RVB00014","Delivery Point",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Staff Lounge","RVB00015","RVB00015","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","District Nurses History Room 2","RVB00016","RVB00016","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","District Nurses History Room 1","RVB00017","RVB00017","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Changing cubicle","RVB00018","RVB00018","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Changing cubicle","RVB00019","RVB00019","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Changing cubicle","RVB00020","RVB00020","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Changing cubicle","RVB00021","RVB00021","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Changing cubicle","RVB00022","RVB00022","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Changing cubicle","RVB00024","RVB00024","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Changing cubicle","RVB00023","RVB00023","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Changing cubicle","RVB00025","RVB00025","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Corridor","RVB00006","RVB00006","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Cleaners Room","RVB00007","RVB00007","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Examination room 4","RVB00027","RVB00027","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Examination room 3","RVB00026","RVB00026","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Examination room 2","RVB00030","RVB00030","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Examination room 1","RVB00029","RVB00029","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","History Room","RVB00010","RVB00010","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Scan Room","RVB00011","RVB00011","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-OWEN","G","RVB","Disposal / Store Room","RVB00028","RVB00028","Not Defined",,"RUG - OWEN BUILDING"
"St. Cross","RUG-MORTUARY","G","RMT","Viewing","RMT00002","RMT00002","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Waiting","RMT00003","RMT00003","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","WC","RMT00004","RMT00004","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Viewing","RMT00005","RMT00005","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Switchroom","RMT00022","RMT00022","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Isolation","RMT00009","RMT00009","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RPR","Plant Room 11","RPR10011","RPR10011","Not Defined","zzSRW: Reactive, Non Chargeable.","MORTUARY"
"St. Cross","RUG-MORTUARY","G",,"RMT00026 - Gasses Store","NOTinUSE","NO BARCODE","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Body Store","RMT00008","RMT00008","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Post Mortem Room","RMT00014","RMT00014","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Cleaner","RMT00010","RMT00010","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Attendant","RMT00011","RMT00011","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","WC / Shower","RMT00021","RMT00021","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","WC / Shower","RMT00020","RMT00020","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G",,"Not in Use","NOTinUSE","NO BARCODE","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Pathologists Office","RMT00016","RMT00016","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Gasses Store","RMT00025","RMT00025","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Gasses Store","RMT00026a","RMT00026a","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Flammable Liquids Store","RMT00024","RMT00024","Not Defined",,"MORTUARY"
"St. Cross","RUG-MORTUARY","G","RMT","Corridor","RMT00001","RMT00001","Not Defined",,"MORTUARY"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Consent room","RCB00022","RCB00022","Delivery Point",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Nurses Store","RCB00021","RCB00021","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Endoscopy Waiting","RCB00020","RCB00020","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Patient WC 1","RCB00019","RCB00019","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","WC (off side ward B)","RCB00016","RCB00016","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Patient Waiting Room","RCB00015","RCB00015","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Changing Room","RCB00014","RCB00014","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Patient WC 3","RCB00013","RCB00013","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","WC (staff)","RCB00002","RCB00002","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Bathroom 1","RCB00003","RCB00003","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Haematology Day Unit","RCB00004","RCB00004","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Pantry","RCB00005","RCB00005","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Clean Utility","RCB00006","RCB00006","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Sluice Room","RCB00007","RCB00007","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
"St. Cross","RUG-ENDOSCOPY/WILLOW WARD","G","RCB","Diaylsis Treatment Room","RCB00008","RCB00008","Not Defined",,"RUG - ENDOSCOPY/WILLOW WARD"
